,0
0,4.637400843638744
1,5.217796216306164
2,1.8710432492473206
3,2.3301602764542753
4,2.8037107122522995
5,2.3969000719281204
6,2.9282707528687246
7,0.8309615768251871
8,0.99814935821622
9,0.8551467396762115
10,1.0419713488209252
11,2.8097896994759717
12,2.140725648215267
13,2.7922709070050495
14,2.1065980044868255
15,1.270614728490881
16,2.2492780643283083
17,1.2859851184108397
18,0.4506033932713683
19,0.7377584277603071
20,0.0029585798816568047
21,0.7498251215088285
22,2.298663286423551
23,1.979454716955795
24,0.16165353461103027
25,1.0283172689710924
26,0.12272761470380741
27,0.00799458763373456
28,0.13072220233754198
29,1.1959171492661063
30,0.00799458763373456
31,3.782561826311952
32,3.261641194004447
33,0.28497398622141223
34,1.692925678497537
35,0.025314959984561073
36,1.5425382877452256
37,1.277896014894465
38,0.008875739644970414
39,0.5685348985162693
40,0.5810011826769628
41,1.0183822297540739
42,1.0037486713227908
43,0.07089901638986332
44,0.45826031222524194
45,0.04356950258801961
46,0.5472301167140287
47,0.5514170818006905
48,0.5281182575284895
49,0.0029585798816568047
50,0.011834319526627219
51,0.14662581745375514
52,0.4337359829535563
53,0.005917159763313609
54,0.008875739644970414
55,0.030354796005606137
56,0.2924826377184722
57,0.33965854385166017
58,0.00904623286156294
59,0.03163653250211587
60,0.41903493852636714
61,1.4043707759548476
62,0.016730726476582018
63,0.0322956419168279
64,0.10490917657031358
65,3.426495898009276
66,4.86182000934079
67,5.037100104195254
68,3.6500040799424296
69,5.400770874113466
70,4.988796020354968
71,3.4657097548878775
72,4.559611154101848
73,4.628007263697994
74,3.6328059852126913
75,5.227105143221808
76,4.678379089492452
77,1.813258465696165
78,1.6187487739907318
79,1.343578101041448
80,1.1184770010398262
81,1.3964075758634917
82,2.2014637302477733
83,1.2902443572241133
84,1.76900095283098
85,1.1794724510588213
86,1.208591224916161
87,0.7525484799916222
88,2.769519704392942
89,1.1198158562429577
90,1.0612325101530082
91,2.03060208686085
92,3.148061283841136
93,1.4826325711352142
94,1.6595991599455406
95,0.9101438696098733
96,3.7081550093579665
97,1.7097052613776083
98,0.9249051579413528
99,1.622258752047953
100,2.6872372951178747
101,4.1178166391429345
102,2.4771096013729905
103,1.1879755764219904
104,8.203755496799351
105,9.78064147394762
106,7.6975313815795685
107,10.609391518285841
108,2.136551389036377
109,4.538850722163765
110,6.473750686101374
111,2.0061663202050064
112,1.6126729179354868
113,1.4900499573743227
114,1.5221134444379314
115,0.804737190887511
116,0.6370248008049259
117,0.4772439949874565
118,0.3467080648438323
119,1.1090902030825136
120,1.3772001182692342
121,2.0016237705215034
122,2.450965085458224
123,2.8580235825077422
124,1.3371414526391723
125,1.9046274583107514
126,1.7110905907333736
127,0.004773748011319809
128,0.016311132198150537
129,0.12836463058970407
130,1.9923248194750391
131,1.5343442182857865
132,1.1033387192938986
133,0.0019920961934137226
134,0.023750269447790122
135,0.020860660315530636
136,2.3510046115115393
137,1.1060852275987763
138,1.3192511339078778
139,1.5409461225854937
140,1.6325268737986436
141,1.7205137485544144
142,1.7974404592010234
143,1.8714253940024126
144,1.9376414649267477
145,2.0018998045369143
146,2.060309731440242
147,2.1174500216840517
148,1.4320369508439714
149,0.0036937223311388667
150,1.5968015292008202
151,0.19679066410046614
152,1.752099092491649
153,0.2510276959723438
154,1.890751379533871
155,0.2825523563149024
156,2.014446813565502
157,1.3192511339078778
158,1.3334070101506874
159,1.3074569154923599
160,1.2634510168312956
161,1.1684618636406732
162,1.023613204456581
163,0.8486587097085303
164,0.6353729290098927
165,0.42441014801206584
166,0.29993947845602503
167,1.3510934092821603
168,1.3901607706292496
169,1.3848550201137073
170,1.360989645528426
171,1.2836828271486334
172,1.1476034470511176
173,0.9777729720554991
174,0.7450685212870886
175,0.49718429582868945
176,0.3518027459228939
177,2.1669528626938224
178,1.6158778158885343
179,1.6906762035495448
180,1.045133925600223
181,0.7229886067827864
182,1.4332119343089755
183,1.339595294718727
184,1.957680902712118
185,1.6721675596836496
186,1.5464133049058304
187,1.338827101647033
188,1.1470664446815901
189,0.932927189836205
190,0.9156572925478351
191,0.7963628280701849
192,0.7028235423243826
193,0.6062624781932388
194,0.5226531124375899
195,0.4265643572614361
196,1.8563249499828745
197,1.5384273176693186
198,1.3515777200618093
199,1.1209366319972187
200,0.9205792187658154
201,0.7112124005053814
202,0.869359406766849
203,0.7358191714369348
204,0.6177789587848395
205,0.5119171208138822
206,0.425417258862858
207,0.3293601463448509
208,1.9659019483503037
209,1.685459252604741
210,1.5614992521310256
211,1.3518418004378945
212,1.1599138069422923
213,0.9414007985020465
214,3.1182949305918672
215,1.2880049963760523
216,3.477696922704756
217,1.5061747635944993
218,1.6390111628288409
219,1.405267871638425
220,1.480659564856273
221,4.632926924564975
222,3.0522988619092546
223,1.0871379942020158
224,1.3283295196518539
225,1.712559718863074
226,1.3230919571823323
227,1.4741296721728094
228,4.8196265598100645
229,9.101110768719165
230,1.057454442372559
231,1.4636063623545241
232,3.084390162183848
233,1.3406897320250304
234,1.1001674437207918
235,2.7074351049997656
236,0.8367029295476701
237,0.9447671392470984
238,1.1672196895262463
239,1.0871379942020158
240,1.3208119790925894
241,1.4533368469591257
242,1.4980790549707685
243,1.4978378643018802
244,1.4660899893643187
245,3.0522988619092546
246,3.714288842756387
247,4.10133976450628
248,4.239737660398187
249,4.253929994675996
250,4.182227095134593
251,0.6639539696811811
252,0.806005201985281
253,0.885829432693098
254,0.911989745375565
255,0.9104937268331977
256,0.8897003778281058
257,1.456326574196437
258,1.2579862416703091
259,1.0673161475277755
260,0.9595443504933409
261,0.9258981707246934
262,0.9361256340569877
263,0.6602929125905176
264,0.8013524677667577
265,0.8783190003928435
266,0.9040829516472575
267,0.9024356330496731
268,0.881591147196206
269,3.1008804642268077
270,1.799931525987239
271,0.8396673715203512
272,0.9051230731092899
