,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0,64.05142857142856,45.56796158063145,4.306230843341653,13.083473433961553,4.658108217978566,0.8160429404667106,2.0487843866782565,6.212755404875622,4.844953555029118,7.166847520767212,6.228677510033432,6.153352688156965,6.232211235518195,8.877628413257673,3.03300718726849,4.891126353154905,3.9417719966338325,3.3682153196222693,2.8261086309792574,5.994323003467909,17.55739366998032,29.018132088993042,25.180625025726677,11.968906824292034,23.467385566069087,14.048699668146046,4.977351424702405,8.853642325075818,16.464516042091475,15.760857779725391,17.648092954316784,17.1094138308664,15.982293131062075,17.03321549564331,19.55823261462421,11.071419994669455,15.719111604499577,13.698661643705513,11.97570250311838,10.111930781022576,14.861316102833385,27.88684741390886
1,60.35836734693878,42.466308579078486,1.9938503524953612,16.29836605933088,7.852943533211325,0.8024125367031406,1.9786392872156124,5.010476623446281,5.490538281303733,8.921657335489273,3.9444775443138456,6.211708544814161,4.88982044311606,6.851872950875945,3.379537400171701,6.046158397102057,4.337087891277946,3.5836482401080256,3.477340506328167,6.029193732752264,19.49816722563098,30.538895763795992,26.202999503098734,9.127182992133488,26.314677257772416,19.191857258273764,5.177521844843097,8.6698800796426,14.967046510248263,16.528231105137685,20.32308274839717,12.74798026213408,16.704644036951716,15.253953883544595,17.19261818254655,11.887987858479967,15.952689656379437,14.024074221786684,13.110001219004111,12.200455907874131,16.88477238957426,29.632245197253482
2,54.016326530612226,38.50274326974104,3.875154750031922,9.051719140129425,2.3507810849955275,3.6666185524976673,7.579493480716012,8.211335190111122,3.7569249426269864,11.731411680844076,4.72298981257398,4.480963604865398,5.183847405457214,8.635239369422523,5.150014520256661,4.965661813155071,8.263652985490147,2.6661665643410886,3.0282996921709593,4.038007502292612,10.63373779981922,32.5022610685329,24.236260119998846,11.65515561740796,17.738282773900757,8.247915484544551,12.420302484561788,17.689854728707175,18.355411081092257,13.483484405918821,23.734813753611068,14.676047359363356,16.22331504142436,15.86287729406083,21.200186126728468,15.641932639855842,15.655655031313438,19.677324903355007,11.466559133610595,11.305651088956584,12.494189958572925,23.61416966344756
3,19.690612244897956,44.969839798881175,3.1452800214637624,9.412136022802297,1.951287161058587,1.1965204205624476,4.2562692701460705,6.338830479547193,4.591228180072851,8.496462273004788,4.190962076526813,4.831799677570647,4.768367355208957,8.507083958314261,5.1701441560131265,3.658686565776731,3.434151335525695,4.348049792157394,3.0831898745760125,5.360190963204328,10.376823882973065,27.709037390280393,23.42183199506724,10.592963640144703,19.16534937826033,7.292125442197936,6.159056534065822,13.771204001039518,16.879637008465114,13.60329807943987,20.671335792832643,13.400108027281036,14.819255623030301,14.615411818624425,20.42980200340233,15.15752253506971,12.86246416229944,11.231136524947255,13.391683590763762,10.821499538943257,14.105659415346999,22.971930997964733
4,43.02938775510205,39.73368570364532,4.101435039931367,9.638621346265282,2.0972844117575877,1.077471074943244,3.260237509116541,5.616965189430337,4.516141516658069,11.92243655237723,3.5052620063041706,5.162566032788556,5.027577417433156,8.53959659353173,5.100453639594216,5.673241473925195,3.1164208921098293,2.515813254576813,2.810334547249808,3.9848859816071984,13.04736106854531,33.9202728800462,22.618072034849497,12.666122908675842,19.12613090604262,9.045222724890886,5.205786800542067,11.856573821637413,15.927783392218554,14.147036748194726,24.01847425953875,12.63129409155679,15.126628322712072,14.849092002774496,20.13214089903557,14.823181318801334,14.532537270523054,11.037426632682616,10.87845468244276,11.041860638485279,12.103258503927055,25.326799065872834
5,17.26040816326531,39.37295817452522,2.144542819505047,7.943843419137463,3.5170449639358012,1.1522629908427016,2.4369236498898723,5.948050947572589,4.541813541864794,8.404152118363832,6.8387048047158085,6.453262872306991,6.613032331786842,8.576638554607221,4.419277068981638,4.787821215674388,3.7691462274884793,5.491302133836875,2.6412292000334303,5.554551916870015,17.275888476771602,26.190649924101912,24.52858005458828,8.856412621749147,19.17999915325351,11.481991055891662,6.121438397021164,10.029629271901594,15.82072803682333,14.369782886800055,18.70772124519915,16.89167265565872,17.031688039381912,16.49320347043748,19.196194376867428,13.958211925641159,15.208279062029103,11.840656724061834,15.497313558412795,11.17791338015634,14.733416659579149,28.29475288503271
6,51.58775510204081,38.81599350752456,4.040402753045876,6.716332310833611,2.431867111622192,3.976649945660691,6.827868961928578,7.871071159746126,2.700209489455428,11.349690182171566,12.355237566216823,6.983238217505539,6.8871523823089085,10.836105443609606,6.151547122219005,5.961655396902181,8.49268342835123,4.13632744740189,4.147452963130394,2.9353345213919373,13.307956944856166,33.034657122563566,24.540609356054773,13.67822113193116,19.274358493011086,11.5478377591533,12.25181012031641,17.315747196140272,18.24845465449447,11.720269738570652,24.037482906611807,23.918552692637125,17.50196964635412,17.92624548464642,22.948649596250878,17.35768285553224,17.31095758794995,20.108369171767613,13.926386500617891,12.07529348523492,10.75840927638708,24.95986839932683
7,16.017142857142854,44.510352574017276,3.1029739820642015,8.397034332212932,2.0880934346584503,2.216604210025389,3.8609258701425513,5.592140572526896,4.583390290544439,8.865550765317565,4.366961300500647,6.12125131419113,4.501746422152103,9.745216981396341,5.865153546546907,5.272932666930139,4.215774290088592,3.5660067614960353,2.7189072664669025,4.234652433739036,14.097496380166936,25.331347878455425,23.768998753669,11.054887880171409,18.597337806620693,8.566376443765291,7.051049903579906,12.630154248013287,15.284571068167729,13.698842147590877,21.518964826848155,12.927492469406559,16.41486897581403,15.136187944294262,21.967304582443035,16.85444915983145,14.4113321934672,13.487140360220337,11.847846783307242,9.967264017757078,12.681781682655235,25.42472384076066
8,61.80163265306123,57.15353418603497,5.38866495673283,23.16389447558907,9.855057485402591,0.8830955933556309,1.9492786238409578,6.708250312827534,4.602771536620408,6.499652537822215,3.0415082801482627,4.105256871625201,6.719994322918364,5.063224679323033,2.204663215457547,3.2692233083169864,2.4157651713706016,2.5461939114017054,4.02968373778353,9.330297723262856,11.995237651998211,29.977446731834167,24.6916815962996,14.862566150275047,30.290460532603007,19.467811714018566,4.255329400364442,8.185438418426612,18.104080938131343,14.954714164137037,16.474580009684257,12.606533095720803,13.024612416060386,17.55115833755296,15.058892894589924,8.507663660819265,12.026036874724989,9.775319709778394,11.19436404612409,12.332710182547117,20.734485766618235,24.638169951453655
9,71.99020408163267,48.17633337044852,3.0875658536240764,8.856664087003288,2.5450571603064263,0.7800756553396926,2.2539872558986294,15.460606714649789,5.605544633576992,5.321510438165791,7.22711868958682,7.788670151526514,6.257506371956259,5.798822778844356,2.040497862182255,5.141663703087781,2.987176663504331,6.286400404618628,4.057337822255703,4.5662554975691725,21.76359139888999,24.819682724659636,25.028358107491812,10.192076841424695,18.622466007957044,9.138535573702349,4.792659925284848,9.301961457638672,24.760770838984943,16.09530388265309,15.305213576909953,17.954067170782224,17.882253636367025,16.988571555342347,16.177079223541945,9.120874256355151,15.188176406141324,10.842182884900591,16.98293621096054,12.910343649502757,14.631494800921905,30.81491073572299
